agency_cd	site_no	datetime	tz_cd	151374_00060	151374_00060_cd	151375_00065	151375_00065_cd	151376_00010	151376_00010_cd
5s	15s	20d	6s	14n	10s	14n	10s	14n	10s
USGS	12181000	2021-09-20 15:55	PDT	6260	P	4.15	P	11.1	P
USGS	12181000	2021-09-20 16:00	PDT	6260	P	4.15	P	11.1	P
USGS	12181000	2021-09-20 16:05	PDT	6230	P	4.14	P	11.2	P
USGS	12181000	2021-09-20 16:10	PDT	6230	P	4.14	P	11.2	P
USGS	12181000	2021-09-20 16:15	PDT	6260	P	4.15	P	11.2	P
USGS	12181000	2021-09-20 16:20	PDT	6230	P	4.14	P	11.2	P
USGS	12181000	2021-09-20 16:25	PDT	6230	P	4.14	P	11.1	P
USGS	12181000	2021-09-20 16:30	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 16:35	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 16:40	PDT	6230	P	4.14	P	11.1	P
USGS	12181000	2021-09-20 16:45	PDT	6230	P	4.14	P	11.1	P
USGS	12181000	2021-09-20 16:50	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 16:55	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 17:00	PDT	6160	P	4.12	P	11.1	P
USGS	12181000	2021-09-20 17:05	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 17:10	PDT	6160	P	4.12	P	11.1	P
USGS	12181000	2021-09-20 17:15	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 17:20	PDT	6160	P	4.12	P	11.1	P
USGS	12181000	2021-09-20 17:25	PDT	6190	P	4.13	P	11.1	P
USGS	12181000	2021-09-20 17:30	PDT	6160	P	4.12	P	11.1	P
USGS	12181000	2021-09-20 17:35	PDT	6160	P	4.12	P	11.1	P
USGS	12181000	2021-09-20 17:40	PDT	6160	P	4.12	P	11.0	P
USGS	12181000	2021-09-20 17:45	PDT	6160	P	4.12	P	11.0	P
USGS	12181000	2021-09-20 17:50	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 17:55	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 18:00	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 18:05	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 18:10	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 18:15	PDT	6090	P	4.10	P	11.0	P
USGS	12181000	2021-09-20 18:20	PDT	6130	P	4.11	P	11.0	P
USGS	12181000	2021-09-20 18:25	PDT	6090	P	4.10	P	11.0	P
USGS	12181000	2021-09-20 18:30	PDT	6090	P	4.10	P	11.0	P
USGS	12181000	2021-09-20 18:35	PDT	6090	P	4.10	P	10.9	P
USGS	12181000	2021-09-20 18:40	PDT	6090	P	4.10	P	10.9	P
USGS	12181000	2021-09-20 18:45	PDT	6090	P	4.10	P	10.9	P
USGS	12181000	2021-09-20 18:50	PDT	6090	P	4.10	P	10.9	P
USGS	12181000	2021-09-20 18:55	PDT	6090	P	4.10	P	10.9	P
USGS	12181000	2021-09-20 19:00	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:05	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:10	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:15	PDT	6090	P	4.10	P	10.8	P
USGS	12181000	2021-09-20 19:20	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:25	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:30	PDT	6060	P	4.09	P	10.8	P
USGS	12181000	2021-09-20 19:35	PDT	6020	P	4.08	P	10.8	P
USGS	12181000	2021-09-20 19:40	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 19:45	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 19:50	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 19:55	PDT	6090	P	4.10	P	10.7	P
USGS	12181000	2021-09-20 20:00	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 20:05	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 20:10	PDT	6060	P	4.09	P	10.7	P
USGS	12181000	2021-09-20 20:15	PDT	6060	P	4.09	P	10.6	P
USGS	12181000	2021-09-20 20:20	PDT	6060	P	4.09	P	10.6	P
USGS	12181000	2021-09-20 20:25	PDT	6060	P	4.09	P	10.6	P
USGS	12181000	2021-09-20 20:30	PDT	6020	P	4.08	P	10.6	P
USGS	12181000	2021-09-20 20:35	PDT	6060	P	4.09	P	10.6	P
USGS	12181000	2021-09-20 20:40	PDT	6060	P	4.09	P	10.6	P
USGS	12181000	2021-09-20 20:45	PDT	6020	P	4.08	P	10.6	P
USGS	12181000	2021-09-20 20:50	PDT	6020	P	4.08	P	10.6	P
USGS	12181000	2021-09-20 20:55	PDT	6020	P	4.08	P	10.5	P
USGS	12181000	2021-09-20 21:00	PDT	6020	P	4.08	P	10.5	P
USGS	12181000	2021-09-20 21:05	PDT	6020	P	4.08	P	10.5	P
USGS	12181000	2021-09-20 21:10	PDT	6060	P	4.09	P	10.5	P
USGS	12181000	2021-09-20 21:15	PDT	5990	P	4.07	P	10.5	P
USGS	12181000	2021-09-20 21:20	PDT	5990	P	4.07	P	10.5	P
USGS	12181000	2021-09-20 21:25	PDT	5990	P	4.07	P	10.5	P
USGS	12181000	2021-09-20 21:30	PDT	5990	P	4.07	P	10.4	P
USGS	12181000	2021-09-20 21:35	PDT	5990	P	4.07	P	10.4	P
USGS	12181000	2021-09-20 21:40	PDT	5950	P	4.06	P	10.4	P
USGS	12181000	2021-09-20 21:45	PDT	5990	P	4.07	P	10.4	P
USGS	12181000	2021-09-20 21:50	PDT	5950	P	4.06	P	10.4	P
USGS	12181000	2021-09-20 21:55	PDT	5920	P	4.05	P	10.4	P
USGS	12181000	2021-09-20 22:00	PDT	5920	P	4.05	P	10.4	P
USGS	12181000	2021-09-20 22:05	PDT	5920	P	4.05	P	10.4	P
USGS	12181000	2021-09-20 22:10	PDT	5890	P	4.04	P	10.4	P
USGS	12181000	2021-09-20 22:15	PDT	5850	P	4.03	P	10.4	P
USGS	12181000	2021-09-20 22:20	PDT	5820	P	4.02	P	10.3	P
USGS	12181000	2021-09-20 22:25	PDT	5820	P	4.02	P	10.3	P
USGS	12181000	2021-09-20 22:30	PDT	5780	P	4.01	P	10.3	P
USGS	12181000	2021-09-20 22:35	PDT	5750	P	4.00	P	10.3	P
USGS	12181000	2021-09-20 22:40	PDT	5750	P	4.00	P	10.3	P
USGS	12181000	2021-09-20 22:45	PDT	5720	P	3.99	P	10.3	P
USGS	12181000	2021-09-20 22:50	PDT	5680	P	3.98	P	10.3	P
USGS	12181000	2021-09-20 22:55	PDT	5680	P	3.98	P	10.3	P
USGS	12181000	2021-09-20 23:00	PDT	5650	P	3.97	P	10.3	P
USGS	12181000	2021-09-20 23:05	PDT	5620	P	3.96	P	10.2	P
USGS	12181000	2021-09-20 23:10	PDT	5620	P	3.96	P	10.2	P
USGS	12181000	2021-09-20 23:15	PDT	5620	P	3.96	P	10.2	P
USGS	12181000	2021-09-20 23:20	PDT	5550	P	3.94	P	10.2	P
USGS	12181000	2021-09-20 23:25	PDT	5550	P	3.94	P	10.2	P
USGS	12181000	2021-09-20 23:30	PDT	5520	P	3.93	P	10.2	P
USGS	12181000	2021-09-20 23:35	PDT	5480	P	3.92	P	10.2	P
USGS	12181000	2021-09-20 23:40	PDT	5450	P	3.91	P	10.2	P
USGS	12181000	2021-09-20 23:45	PDT	5420	P	3.90	P	10.2	P
USGS	12181000	2021-09-20 23:50	PDT	5420	P	3.90	P	10.2	P
USGS	12181000	2021-09-20 23:55	PDT	5380	P	3.89	P	10.2	P
USGS	12181000	2021-09-21 00:00	PDT	5380	P	3.89	P	10.2	P
USGS	12181000	2021-09-21 00:05	PDT	5350	P	3.88	P	10.2	P
USGS	12181000	2021-09-21 00:10	PDT	5280	P	3.86	P	10.2	P
USGS	12181000	2021-09-21 00:15	PDT	5280	P	3.86	P	10.1	P
USGS	12181000	2021-09-21 00:20	PDT	5320	P	3.87	P	10.1	P
USGS	12181000	2021-09-21 00:25	PDT	5250	P	3.85	P	10.1	P
USGS	12181000	2021-09-21 00:30	PDT	5250	P	3.85	P	10.1	P
USGS	12181000	2021-09-21 00:35	PDT	5190	P	3.83	P	10.1	P
USGS	12181000	2021-09-21 00:40	PDT	5220	P	3.84	P	10.1	P
USGS	12181000	2021-09-21 00:45	PDT	5190	P	3.83	P	10.1	P
USGS	12181000	2021-09-21 00:50	PDT	5150	P	3.82	P	10.1	P
USGS	12181000	2021-09-21 00:55	PDT	5150	P	3.82	P	10.1	P
USGS	12181000	2021-09-21 01:00	PDT	5150	P	3.82	P	10.1	P
USGS	12181000	2021-09-21 01:05	PDT	5150	P	3.82	P	10.1	P
USGS	12181000	2021-09-21 01:10	PDT	5120	P	3.81	P	10.1	P
USGS	12181000	2021-09-21 01:15	PDT	5090	P	3.80	P	10.1	P
USGS	12181000	2021-09-21 01:20	PDT	5090	P	3.80	P	10.1	P
USGS	12181000	2021-09-21 01:25	PDT	5060	P	3.79	P	10.0	P
USGS	12181000	2021-09-21 01:30	PDT	5060	P	3.79	P	10.0	P
USGS	12181000	2021-09-21 01:35	PDT	5020	P	3.78	P	10.0	P
USGS	12181000	2021-09-21 01:40	PDT	5020	P	3.78	P	10.0	P
USGS	12181000	2021-09-21 01:45	PDT	4990	P	3.77	P	10.0	P
USGS	12181000	2021-09-21 01:50	PDT	4990	P	3.77	P	10.0	P
USGS	12181000	2021-09-21 01:55	PDT	4990	P	3.77	P	10.0	P
USGS	12181000	2021-09-21 02:00	PDT	4990	P	3.77	P	10.0	P
USGS	12181000	2021-09-21 02:05	PDT	4960	P	3.76	P	10.0	P
USGS	12181000	2021-09-21 02:10	PDT	4960	P	3.76	P	10.0	P
USGS	12181000	2021-09-21 02:15	PDT	4960	P	3.76	P	10.0	P
USGS	12181000	2021-09-21 02:20	PDT	4960	P	3.76	P	10.0	P
USGS	12181000	2021-09-21 02:25	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 02:30	PDT	4960	P	3.76	P	10.0	P
USGS	12181000	2021-09-21 02:35	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 02:40	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 02:45	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 02:50	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 02:55	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 03:00	PDT	4930	P	3.75	P	10.0	P
USGS	12181000	2021-09-21 03:05	PDT	4930	P	3.75	P	9.9	P
USGS	12181000	2021-09-21 03:10	PDT	4930	P	3.75	P	9.9	P
USGS	12181000	2021-09-21 03:15	PDT	4930	P	3.75	P	9.9	P
USGS	12181000	2021-09-21 03:20	PDT	4930	P	3.75	P	9.9	P
USGS	12181000	2021-09-21 03:25	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 03:30	PDT	4930	P	3.75	P	9.9	P
USGS	12181000	2021-09-21 03:35	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 03:40	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 03:45	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 03:50	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 03:55	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:00	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:05	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:10	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:15	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:20	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:25	PDT	4900	P	3.74	P	9.9	P
USGS	12181000	2021-09-21 04:30	PDT	4900	P	3.74	P	9.8	P
USGS	12181000	2021-09-21 04:35	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 04:40	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 04:45	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 04:50	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 04:55	PDT	4900	P	3.74	P	9.8	P
USGS	12181000	2021-09-21 05:00	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:05	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:10	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:15	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:20	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:25	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:30	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 05:35	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 05:40	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 05:45	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 05:50	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 05:55	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:00	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:05	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:10	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:15	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 06:20	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:25	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 06:30	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 06:35	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 06:40	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:45	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:50	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 06:55	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 07:00	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 07:05	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:10	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:15	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 07:20	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:25	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:30	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:35	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:40	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:45	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 07:50	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 07:55	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 08:00	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 08:05	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 08:10	PDT	4830	P	3.72	P	9.7	P
USGS	12181000	2021-09-21 08:15	PDT	4830	P	3.72	P	9.7	P
USGS	12181000	2021-09-21 08:20	PDT	4830	P	3.72	P	9.7	P
USGS	12181000	2021-09-21 08:25	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 08:30	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 08:35	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 08:40	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 08:45	PDT	4800	P	3.71	P	9.8	P
USGS	12181000	2021-09-21 08:50	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 08:55	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 09:00	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 09:05	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 09:10	PDT	4830	P	3.72	P	9.8	P
USGS	12181000	2021-09-21 09:15	PDT	4860	P	3.73	P	9.8	P
USGS	12181000	2021-09-21 09:20	PDT	4900	P	3.74	P	9.8	P
USGS	12181000	2021-09-21 09:25	PDT	4960	P	3.76	P	9.8	P
USGS	12181000	2021-09-21 09:30	PDT	5060	P	3.79	P	9.9	P
USGS	12181000	2021-09-21 09:35	PDT	5190	P	3.83	P	9.9	P
USGS	12181000	2021-09-21 09:40	PDT	5280	P	3.86	P	9.9	P
USGS	12181000	2021-09-21 09:45	PDT	5380	P	3.89	P	9.9	P
USGS	12181000	2021-09-21 09:50	PDT	5450	P	3.91	P	9.9	P
USGS	12181000	2021-09-21 09:55	PDT	5550	P	3.94	P	9.9	P
USGS	12181000	2021-09-21 10:00	PDT	5620	P	3.96	P	10.0	P
USGS	12181000	2021-09-21 10:05	PDT	5720	P	3.99	P	10.0	P
USGS	12181000	2021-09-21 10:10	PDT	5750	P	4.00	P	10.0	P
USGS	12181000	2021-09-21 10:15	PDT	5750	P	4.00	P	10.0	P
USGS	12181000	2021-09-21 10:20	PDT	5850	P	4.03	P	10.0	P
USGS	12181000	2021-09-21 10:25	PDT	5820	P	4.02	P	10.0	P
USGS	12181000	2021-09-21 10:30	PDT	5850	P	4.03	P	10.1	P
USGS	12181000	2021-09-21 10:35	PDT	5820	P	4.02	P	10.1	P
USGS	12181000	2021-09-21 10:40	PDT	5850	P	4.03	P	10.1	P
USGS	12181000	2021-09-21 10:45	PDT	5850	P	4.03	P	10.1	P
USGS	12181000	2021-09-21 10:50	PDT	5850	P	4.03	P	10.1	P
USGS	12181000	2021-09-21 10:55	PDT	5820	P	4.02	P	10.2	P
USGS	12181000	2021-09-21 11:00	PDT	5820	P	4.02	P	10.2	P
USGS	12181000	2021-09-21 11:05	PDT	5780	P	4.01	P	10.2	P
USGS	12181000	2021-09-21 11:10	PDT	5780	P	4.01	P	10.2	P
USGS	12181000	2021-09-21 11:15	PDT	5780	P	4.01	P	10.2	P
USGS	12181000	2021-09-21 11:20	PDT	5780	P	4.01	P	10.3	P
USGS	12181000	2021-09-21 11:25	PDT	5720	P	3.99	P	10.3	P
USGS	12181000	2021-09-21 11:30	PDT	5720	P	3.99	P	10.3	P
USGS	12181000	2021-09-21 11:35	PDT	5720	P	3.99	P	10.3	P
USGS	12181000	2021-09-21 11:40	PDT	5680	P	3.98	P	10.4	P
USGS	12181000	2021-09-21 11:45	PDT	5720	P	3.99	P	10.4	P
USGS	12181000	2021-09-21 11:50	PDT	5720	P	3.99	P	10.4	P
USGS	12181000	2021-09-21 11:55	PDT	5680	P	3.98	P	10.4	P
USGS	12181000	2021-09-21 12:00	PDT	5680	P	3.98	P	10.5	P
USGS	12181000	2021-09-21 12:05	PDT	5680	P	3.98	P	10.5	P
USGS	12181000	2021-09-21 12:10	PDT	5650	P	3.97	P	10.5	P
USGS	12181000	2021-09-21 12:15	PDT	5650	P	3.97	P	10.5	P
USGS	12181000	2021-09-21 12:20	PDT	5650	P	3.97	P	10.6	P
USGS	12181000	2021-09-21 12:25	PDT	5650	P	3.97	P	10.6	P
USGS	12181000	2021-09-21 12:30	PDT	5620	P	3.96	P	10.6	P
USGS	12181000	2021-09-21 12:35	PDT	5650	P	3.97	P	10.6	P
USGS	12181000	2021-09-21 12:40	PDT	5650	P	3.97	P	10.7	P
USGS	12181000	2021-09-21 12:45	PDT	5620	P	3.96	P	10.7	P
USGS	12181000	2021-09-21 12:50	PDT	5620	P	3.96	P	10.7	P
USGS	12181000	2021-09-21 12:55	PDT	5580	P	3.95	P	10.7	P
USGS	12181000	2021-09-21 13:00	PDT	5620	P	3.96	P	10.8	P
USGS	12181000	2021-09-21 13:05	PDT	5620	P	3.96	P	10.8	P
USGS	12181000	2021-09-21 13:10	PDT	5580	P	3.95	P	10.8	P
USGS	12181000	2021-09-21 13:15	PDT	5620	P	3.96	P	10.8	P
USGS	12181000	2021-09-21 13:20	PDT	5580	P	3.95	P	10.8	P
USGS	12181000	2021-09-21 13:25	PDT	5620	P	3.96	P	10.8	P
USGS	12181000	2021-09-21 13:30	PDT	5580	P	3.95	P	10.8	P
USGS	12181000	2021-09-21 13:35	PDT	5620	P	3.96	P	10.9	P
USGS	12181000	2021-09-21 13:40	PDT	5580	P	3.95	P	10.9	P
USGS	12181000	2021-09-21 13:45	PDT	5580	P	3.95	P	10.9	P
USGS	12181000	2021-09-21 13:50	PDT	5580	P	3.95	P	10.9	P
USGS	12181000	2021-09-21 13:55	PDT	5580	P	3.95	P	11.0	P
USGS	12181000	2021-09-21 14:00	PDT	5620	P	3.96	P	11.0	P
USGS	12181000	2021-09-21 14:05	PDT	5580	P	3.95	P	11.0	P
USGS	12181000	2021-09-21 14:10	PDT	5580	P	3.95	P	11.0	P
USGS	12181000	2021-09-21 14:15	PDT	5620	P	3.96	P	11.0	P
USGS	12181000	2021-09-21 14:20	PDT	5580	P	3.95	P	11.0	P
USGS	12181000	2021-09-21 14:25	PDT	5580	P	3.95	P	11.1	P
USGS	12181000	2021-09-21 14:30	PDT	5580	P	3.95	P	11.1	P
USGS	12181000	2021-09-21 14:35	PDT	5550	P	3.94	P	11.1	P
USGS	12181000	2021-09-21 14:40	PDT	5620	P	3.96	P	11.1	P
USGS	12181000	2021-09-21 14:45	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 14:50	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 14:55	PDT	5620	P	3.96	P	11.2	P
USGS	12181000	2021-09-21 15:00	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 15:05	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 15:10	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 15:15	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 15:20	PDT	5580	P	3.95	P	11.2	P
USGS	12181000	2021-09-21 15:25	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:30	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:35	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:40	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:45	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:50	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 15:55	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 16:00	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 16:05	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 16:10	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 16:15	PDT	5550	P	3.94	P	11.3	P
USGS	12181000	2021-09-21 16:20	PDT	5550	P	3.94	P	11.4	P
USGS	12181000	2021-09-21 16:25	PDT	5550	P	3.94	P	11.4	P
USGS	12181000	2021-09-21 16:30	PDT	5550	P	3.94	P	11.4	P
USGS	12181000	2021-09-21 16:35	PDT	5480	P	3.92	P	11.4	P
USGS	12181000	2021-09-21 16:40	PDT	5520	P	3.93	P	11.4	P
USGS	12181000	2021-09-21 16:45	PDT	5450	P	3.91	P	11.4	P
USGS	12181000	2021-09-21 16:50	PDT	5480	P	3.92	P	11.4	P
USGS	12181000	2021-09-21 16:55	PDT	5450	P	3.91	P	11.4	P
USGS	12181000	2021-09-21 17:00	PDT	5450	P	3.91	P	11.4	P
USGS	12181000	2021-09-21 17:05	PDT	5450	P	3.91	P	11.4	P
USGS	12181000	2021-09-21 17:10	PDT	5420	P	3.90	P	11.4	P
USGS	12181000	2021-09-21 17:15	PDT	5420	P	3.90	P	11.3	P
USGS	12181000	2021-09-21 17:20	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 17:25	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 17:30	PDT	5420	P	3.90	P	11.3	P
USGS	12181000	2021-09-21 17:35	PDT	5420	P	3.90	P	11.3	P
USGS	12181000	2021-09-21 17:40	PDT	5420	P	3.90	P	11.3	P
USGS	12181000	2021-09-21 17:45	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 17:50	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 17:55	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 18:00	PDT	5350	P	3.88	P	11.3	P
USGS	12181000	2021-09-21 18:05	PDT	5350	P	3.88	P	11.3	P
USGS	12181000	2021-09-21 18:10	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 18:15	PDT	5380	P	3.89	P	11.3	P
USGS	12181000	2021-09-21 18:20	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:25	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:30	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:35	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:40	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:45	PDT	5380	P	3.89	P	11.2	P
USGS	12181000	2021-09-21 18:50	PDT	5350	P	3.88	P	11.2	P
USGS	12181000	2021-09-21 18:55	PDT	5380	P	3.89	P	11.2	P
USGS	12181000	2021-09-21 19:00	PDT	5350	P	3.88	P	11.1	P
USGS	12181000	2021-09-21 19:05	PDT	5350	P	3.88	P	11.1	P
USGS	12181000	2021-09-21 19:10	PDT	5380	P	3.89	P	11.1	P
USGS	12181000	2021-09-21 19:15	PDT	5350	P	3.88	P	11.1	P
USGS	12181000	2021-09-21 19:20	PDT	5350	P	3.88	P	11.1	P
USGS	12181000	2021-09-21 19:25	PDT	5380	P	3.89	P	11.1	P
USGS	12181000	2021-09-21 19:30	PDT	5350	P	3.88	P	11.0	P
USGS	12181000	2021-09-21 19:35	PDT	5380	P	3.89	P	11.0	P
USGS	12181000	2021-09-21 19:40	PDT	5350	P	3.88	P	11.0	P
USGS	12181000	2021-09-21 19:45	PDT	5380	P	3.89	P	11.0	P
USGS	12181000	2021-09-21 19:50	PDT	5350	P	3.88	P	11.0	P
USGS	12181000	2021-09-21 19:55	PDT	5380	P	3.89	P	11.0	P
USGS	12181000	2021-09-21 20:00	PDT	5380	P	3.89	P	10.9	P
USGS	12181000	2021-09-21 20:05	PDT	5380	P	3.89	P	10.9	P
USGS	12181000	2021-09-21 20:10	PDT	5380	P	3.89	P	10.9	P
USGS	12181000	2021-09-21 20:15	PDT	5380	P	3.89	P	10.9	P
USGS	12181000	2021-09-21 20:20	PDT	5380	P	3.89	P	10.9	P
USGS	12181000	2021-09-21 20:25	PDT	5380	P	3.89	P	10.8	P
USGS	12181000	2021-09-21 20:30	PDT	5380	P	3.89	P	10.8	P
USGS	12181000	2021-09-21 20:35	PDT	5380	P	3.89	P	10.8	P
USGS	12181000	2021-09-21 20:40	PDT	5380	P	3.89	P	10.8	P
USGS	12181000	2021-09-21 20:45	PDT	5350	P	3.88	P	10.8	P
